source_deck,source_path,source_sha256,source_page,title,duplicate_cluster,disposition,concrete_reason,evidence_status,proposed_target_chapter_page_role,peer_page,peer_text_similarity,peer_exact_visible_text_hash,peer_exact_normalized_text_hash,peer_exact_slide_xml_hash,visible_text_sha256,normalized_text_sha256,notes_sha256,media_count,layout_name
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,37,同一窗口的選擇：資料與品質可比，節能才有意義,PAIR-S037,ADOPT,Fair A/B and control → intermediate state → observable evidence is directly reusable; replace old browser controls and screenshots with current policy runs.,CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9903; notes present,"Core Labs A–C: fair baseline, candidate edit, prediction, evidence, debrief",37,0.9903,False,False,False,073b8a8693860c748eb9866fdd68ab765c7c7363500304a74fde674a87bcec92,87f5da79abaf1f6849e8a55ac04032ba0aff84692b0132a13bed1d7cb37fc554,bd776db7e222040922751c60695aee422f5d017678cf181fe9a6635130033b3e,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,38,服務窗口裡，控制改變如何傳到讀值？,PAIR-S038,ADOPT,Fair A/B and control → intermediate state → observable evidence is directly reusable; replace old browser controls and screenshots with current policy runs.,CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9932; notes present,"Core Labs A–C: fair baseline, candidate edit, prediction, evidence, debrief",38,0.9932,False,False,False,a2db98b4e1725f098a8bf25c4e9fa10cffec1f9c5dec09b2ef261eeb75286eff,00a75ac074d20bc438bf9d75a917e5350ad1f818a2efbd2ce4f9d200fcd49539,0821bb029f76be2c079a45205afc16fbb44aa575dd1d151e519ba58afd41409b,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,39,完整因果鏈：從控制到可觀察結果,PAIR-S039,ADOPT,Fair A/B and control → intermediate state → observable evidence is directly reusable; replace old browser controls and screenshots with current policy runs.,CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9942; notes present,"Core Labs A–C: fair baseline, candidate edit, prediction, evidence, debrief",39,0.9942,False,False,False,0ebd3377cdec7d81e8cceb319839a944c389d1b91962f19d5645e14658b7be00,b53eb01ec6eebb5b48363369ee3cf2efbfffb4e1fa5b7c8d3b55d9cb5ea5eb61,289375edeb3f2a0cb6a74f710d0790def8ffadd49207d91e74c84e1ebcee4f85,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,40,兩個窗口與兩種按鈕語義,PAIR-S040,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9950; notes present,No target role; rebuild required with current runner and policy artifacts,40,0.995,False,False,False,c150492d1bbee9df733d6de2b4ae1c703cfe22570619d9ec1cb2e9f0a8945eee,a49ac0388cfcf9174ac8c9ad5b213b35f8d65fe0828e830731e50b6cd91b2e1e,1e824e98368bfe2d06002969e86d1068ceb81e14fa3a9de6deb491cd44b90442,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,41,控制在哪裡：左側分頁與操作按鈕,PAIR-S041,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9948; notes present,No target role; rebuild required with current runner and policy artifacts,41,0.9948,False,False,False,0f2b1856701dd3d52e5120314ea8459c3d364cd9df585c2825c5046a22a4aa13,46982a61f0c9dd8a377a64f9d3712425b6b090bda0d194a7586814f30953ffb1,e391b4c282efe4b39f45b7f9351e8795ebdbf989fa639158ea6fd87404b50146,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,42,讀值在哪裡：右側明細與狀態,PAIR-S042,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9942; notes present,No target role; rebuild required with current runner and policy artifacts,42,0.9942,False,False,False,868134f52aa592ca252c3bb8fe06ef7554632d94bfdfddec7122e5a6236bca02,559171f23a650711f3631c27ade7f57c743f6c54cfc7d0f2847f9c24ce4fd315,1f23821f752cf928b0886ce6633b55a3124052948c716430686f09efb53eaf66,2,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,43,T1｜為什麼先核對功率鏈？,PAIR-S043,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9929; notes present,No target role; rebuild required with current runner and policy artifacts,43,0.9929,False,False,False,0fe1d3f05aff841ccbfed5b94dc2f35ae4ba806bab6d1587a6c8e1b380234956,4a30b888ca0a5b90b18ac4abacd7ed96fad1304174ccaeff28909424432fe13f,9625d844fe0186030656ba61585fd0cb0892051cba3c7d6333a3780e702462da,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,44,T1｜操作：調整電路功率，找中間量,PAIR-S044,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9931; notes present,No target role; rebuild required with current runner and policy artifacts,44,0.9931,False,False,False,5d8c639eabf93a8b8e67ecc89aee9e85f75984d743b80375d651295b7b584961,d5e40f56bff97f673362e5dac07a99eff5770b3d893b7d946a530b5cad6e93b5,99e02ec143d8f0ee082c19845805c9adf16867af1e5ab358a448c1cd2c4c8a26,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,45,T1｜空白觀察表：控制與窗口,DUP-T1-45-46,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",SEMANTIC_DUP_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9928; notes present,No target role; rebuild required with current runner and policy artifacts,45,0.9928,False,False,False,0ff0f3b5eab9574ae94b2d835af9aedf87c13d3bb6060795039df29c93820142,a4a4c519582a45381a5fae7953fc8b28a0ef69f6a3be411c5377d14f6aa821f3,6b3c6a091adba6727207745a88d4e5d079a4c37ff78254ce68a2d3c69852be78,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,46,T1｜實際數值：控制與窗口,DUP-T1-45-46,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",SEMANTIC_DUP_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9939; notes present,No target role; rebuild required with current runner and policy artifacts,46,0.9939,False,False,False,b45b3203a0e27f0d9e609391588a42a0efca6247ddebbd7461b17f8213ad4b40,751e54644fa3a6f1118f8e78627e6df2d9de67eb39688a818609936d61e4b8f6,6d8db962d8d7f0a6a490e24bd08b2b8c696009112dfd5b6f1120a87c1b2c2e97,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,47,T1｜解讀：控制與窗口先對齊,PAIR-S047,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9932; notes present,No target role; rebuild required with current runner and policy artifacts,47,0.9932,False,False,False,2edaf478accd2a2184cc1ed2b2ceea69bce33cdcbca345ada575d8035fcf4362,596a8a74044fcfa6b4e7b870c6935096d5f77cfbc7b4ed8e46bd80328acb3af6,dda04053a12458b08310d3b11fdd6a5fdf56c1e62a449ddb0e07259d6356dae8,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,48,T1｜空白觀察表：功率讀值,PAIR-S048,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9848; notes present,No target role; rebuild required with current runner and policy artifacts,48,0.9848,False,False,False,852de2eeac43a2e0d1683ae8cc114c08c30e80d4f884280eed9613ca28264641,efcf14b7a4bb9da1569991ae7e0ccd4a383b62bb6d699865ce93c6aef4f6530c,615e89a9d71cf8294f98946c3c868ac2c3ec8ba04a2ba9450c1f3d892edb3893,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,49,T1｜實際數值：功率讀值,PAIR-S049,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9946; notes present,No target role; rebuild required with current runner and policy artifacts,49,0.9946,False,False,False,0d887452dcd4386a00afe607a13c87e4f7311e9cba38dcb04f82edb549018290,6a43e10b47730b8197cd60a7eebdc37d8047f7edfc650c40a2c23b628601e2ec,4352e0fcd254d83f49cd839969f8c681779d8325b565178fbd78892ae4be8d24,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,50,T1｜解讀：總功率從哪裡來？,PAIR-S050,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9945; notes present,No target role; rebuild required with current runner and policy artifacts,50,0.9945,False,False,False,98608ed57f075ce45e0ca2e8b6f6c38c45b9b602863e42f981ce60a40bcb33c6,459774f1375b4deabbf9bd38e6adefe83e43c43a5d4e3d6a4ebe44b8102f7739,dd903101824300a6e4c2a5efb86a8456dc654502da1c1e89acbc6cff39220adf,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,51,T2｜為什麼分開調整三個能源參數？,PAIR-S051,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9917; notes present,No target role; rebuild required with current runner and policy artifacts,51,0.9917,False,False,False,2412722f1e79e85b651361b7937bc8bbd1243348a73daa6d46cf209d37d6ccd0,fc84e7425c128297c75b48a57700a1a42aa22719500fa6d18d1acf31ae36be85,49f0e4c9f54f79d97871568275863e5454846ebd88147806e43728647a6903de,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,52,T2｜操作：先建立基準，再改一個旋鈕,PAIR-S052,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9913; notes present,No target role; rebuild required with current runner and policy artifacts,52,0.9913,False,False,False,544177ca3918303d0d84503ab3e2774fc68113d43ab8e83ef610daa4212343c9,2439e64da93ab4c61acee57ca90b1e8d34de720d768cdfe13e3accc433dd0f17,6fdca006d02d20ec1c2224a1889241b9dbb60a186d7c89654ceff7f32f2d2d36,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,53,T2｜操作：讀畫面，確認當下控制值,PAIR-S053,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9912; notes present,No target role; rebuild required with current runner and policy artifacts,53,0.9912,False,False,False,3f69177d1e3f92726952015fe755bcae873e32a9cdc2620649a7d8db8124875f,d276998e9398429b779f3703d3567fe2c90f46919c72b555fc854d5cd2cc4100,94ea13c97692d7518dcb18c1b91edaa60583c9e6195ff7fb229548a4cb6f2662,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,54,T2｜空白觀察表：控制與持續運作功率,DUP-T2-54-55,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",SEMANTIC_DUP_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9886; notes present,No target role; rebuild required with current runner and policy artifacts,54,0.9886,False,False,False,b7e1790ec92f786e17fed08a1021efb3817a9146b22ddf72839ed7603a81a9dd,a93c5b65e779189b9e17624c249713395db0c0dcb37bce2605ab9564349c1347,52ebaf9a4f9ce87507c07b80141817617e5cb644d29fa0926975353e97e1b447,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,55,T2｜實際數值：控制與持續運作功率,DUP-T2-54-55,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",SEMANTIC_DUP_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9943; notes present,No target role; rebuild required with current runner and policy artifacts,55,0.9943,False,False,False,6bc9592deb69f012c80fff154786410c421d8a9e112474591a972bdb3d520270,3ad36a767287dc276b875505a3d31949c239bc42ca384fff03c0e6a48eb04683,08ed3d61dcea78bfa498e9abc408a4b52ffefc3be859d19886701b7c3af1bcc2,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,56,T2｜解讀：持續運作功率先看哪一列？,PAIR-S056,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9939; notes present,No target role; rebuild required with current runner and policy artifacts,56,0.9939,False,False,False,9d5f6baa256f9bab714f1cbdffa337331388ae13c2607b766748a3a75b234fcc,618d44677d75c7284a6f1d49d9fa220764c360e5e5b36e99f061e7f9bde3c0dd,34c3a35846f69b4b5768beb71eed1014b4400e9b7942c4504f8202a70c25ee85,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,57,T2｜空白觀察表：事件、總耗能與窗口,DUP-T2-57-58,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",SEMANTIC_DUP_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9895; notes present,No target role; rebuild required with current runner and policy artifacts,57,0.9895,False,False,False,d8b070bed2eb9501316d151be0a6f6e0d9321e47471e7dbf003ebca2869e311b,d2cd1f569e4090b80c42a864a2ce14c7208c08dda253334136d543f20f8d40aa,207571aa6a6c917ed346288455238013a3d1ee38309d55709fd447ae52c32d11,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,58,T2｜實際數值：事件、總耗能與窗口,DUP-T2-57-58,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",SEMANTIC_DUP_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9951; notes present,No target role; rebuild required with current runner and policy artifacts,58,0.9951,False,False,False,d6cbf1fd1b9e03592359152a7611d3ae0b7a6e0a17532989c0d85ad2c99c6b57,dc556c8023bcd4cfccd672c5ad415fadbcdbf12d783f62d9f4fa890021400c48,994b442f6c257dedf1a24e5eae1909c904bb47d60bcdd6ae8f30d17eb2705d3d,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,59,T2｜解讀：事件耗能何時改變結果？,PAIR-S059,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9941; notes present,No target role; rebuild required with current runner and policy artifacts,59,0.9941,False,False,False,d57e5b430b7c165642ca9fd5e0fd256d830edf4d6e62b94eaf1612b0055ddfdd,b0e004f9471e097333312ec8f4ecdbccb9add3ce94a4f09d2215480ba94a12b5,2cdef5dd566079fee778f294934d21c7df278c1e4a11685eaedfdbd0cb5a079a,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,60,T3｜為什麼速率不能只看一個方向？,PAIR-S060,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9930; notes present,No target role; rebuild required with current runner and policy artifacts,60,0.993,False,False,False,41d9d90609e9fa6761059510959df7b7a0c4a24c4174f16efc1f4ef43e7488dc,456c72ea3cbf094bb978e23f8ba0865682a9a9b0de35fdd7c4ca3a050600a621,c37d1dc48fbf2a8243ba10076cc1d091e01e24cff65dda97d91633e15a04f8cb,2,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,61,T3｜從 dB 到資料：三種量不能混在一起,PAIR-S061,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9924; notes present,No target role; rebuild required with current runner and policy artifacts,61,0.9924,False,False,False,cad816c17bdcc03b8b39bfa20eb864e342a5b9b91fa2ccb090bc3cfdfa83d98c,bbce8feb19315a3d079b76ed3eda85b321f26904f127ecd4e1978a45304b8d92,485c9011060ad6e72e76e40b9dc60d1b3c6235d8e36bcfa0258af179ce06276e,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,62,T3｜條件設計：同一基準，每列只調整一項,PAIR-S062,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9932; notes present,No target role; rebuild required with current runner and policy artifacts,62,0.9932,False,False,False,0a0230916ea63ed27795bad71db5db44deda3aea24932d2e044d5366884e4a29,c5c521928cbed6b887c90ea3f4326140bc497fb1ff720e14bdb25e23f5ffccbc,bf4f3bb3d0b6ff9229e155da255b4cb5e2f734ca7e2e9bc63bb3ebe365d3c458,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,63,T3｜操作：調整控制、開窗、讀同一組欄位,PAIR-S063,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9926; notes present,No target role; rebuild required with current runner and policy artifacts,63,0.9926,False,False,False,fc33df92c91e8682d1e1bceda13086ed99b93963c1cf56c2e607713b2bc3633e,a74216b1e5dcd0993d0004f08f48297e87c3c5bf7df468074cf3bb062e9ba7ee,1084899c9e4264bd108cf7d8db1050f1a85c7e00df96f276c0e1fe00783a4bd7,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,64,T3｜空白觀察表：控制與窗口,DUP-T3-64-65,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",SEMANTIC_DUP_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9846; notes present,No target role; rebuild required with current runner and policy artifacts,64,0.9846,False,False,False,77b7459b7000ddc20b3c4658b2719a5f2d01a3830ead9dbb0a8690efdae3bc4e,add77314993800cb0f76f20aaf28716d07d3eb606e7413b5f2bae50254a7bdd4,d9b41f550d2d15a93c75ede47506afda31d434f41ba621314dcf1123a5b46865,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,65,T3｜實際數值：控制與窗口,DUP-T3-64-65,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",SEMANTIC_DUP_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9926; notes present,No target role; rebuild required with current runner and policy artifacts,65,0.9926,False,False,False,30806a13d2a628337e09ec442ac9a8785a7beb978158f452c9e34e021c2724ab,088996082baebb4958a19c80cb03fb4aad2dda883b3ea9cae4dd4fcbd3a3ab7f,7e0d2fe21003cb10bdfa8c1f256065fe8da47c61ce384b79574dc6e1d3939b3d,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,66,T3｜解讀：固定條件才可比較,PAIR-S066,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9929; notes present,No target role; rebuild required with current runner and policy artifacts,66,0.9929,False,False,False,2b7d6067c5aaa0f74ba4fb4e0a742d02832171e26a115695afa66c4f7aadbd29,be05fe6458f021f6ccc0b0e26adc17d73d8b8268db0ebc3e71484265fc0b2e09,a2aded158466391eb86c33d1cde72d023f9c9ccb3ac5e704201fd64f95afbcad,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,67,T3｜空白觀察表：品質、負載與速率,DUP-T3-67-68,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",SEMANTIC_DUP_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9859; notes present,No target role; rebuild required with current runner and policy artifacts,67,0.9859,False,False,False,f58382d73b4e4302ffd7456af72d9421d7524b3f77e263397ab950beee49af6f,82a1c65b9d28a6ac2a4acc74ec84b6a7b93ee7d58d149b97db3f8e01c722ed80,1f5acc058e7578e39a292116d3f9bc633a9babc310d154e10e4513a5621d6533,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,68,T3｜實際數值：品質、負載與速率,DUP-T3-67-68,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",SEMANTIC_DUP_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9937; notes present,No target role; rebuild required with current runner and policy artifacts,68,0.9937,False,False,False,262ca9493ee569725ac89fa1e60723f517236c09c458f77f90996cc68342f8b6,7a273908e0056985cd25e557722a49703515a8da854c57f3e3a79dd084f415e3,6375f46d2d6735c940d05e17a60c174cdaf324283817068dca600b83af699a01,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,69,T3｜解讀：B／K 如何改變速率？,PAIR-S069,RETIRE,"Old T1–T3 buttons, observation tables, producer states, and session semantics are not the C120 runner/import contract.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9932; notes present,No target role; rebuild required with current runner and policy artifacts,69,0.9932,False,False,False,1a57302aaee355df3cf9ea8dd3558d8f613aced3c34a786cc3299e69a5fdbdad,4c59259bf3fc71bae58fe83cddd999cefda1f266328a4bf64ec5d68c2d647f8e,a6d9dc6873a33f45b52e40f8584a468721bdee7bfbec1f522424c99176f903bd,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,70,結論｜這筆量測何時才算有效證據？,PAIR-S070,ADOPT,"Evidence qualification, accumulated quantities, and validity gates support the evidence clinic; rewrite all labels and data around endpoint replay.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9916; notes present,Core 63–66: evidence clinic and bounded claim interpretation,70,0.9916,False,False,False,edf43e0c567e39dbdb49ad5ac1e54e8e4d1fb57c9232b08c0d5339c29f890572,209881627492a499a29d30e384209058918bea4ef14f80187498b5c8a17b58aa,7958e7d301e0654f1cc14b326e364978b8e782f14d5dcbe6a17d0d9f5843f3a4,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,71,從可操作到可採信：先固定比較資格,PAIR-S071,ADOPT,"Evidence qualification, accumulated quantities, and validity gates support the evidence clinic; rewrite all labels and data around endpoint replay.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9922; notes present,Core 63–66: evidence clinic and bounded claim interpretation,71,0.9922,False,False,False,a3a670f0f558697c1f93ca804203c22057ce9753475f6acdb2d298a0ea4ed809,15193a472eec558875c74fb7aa6810638135966e2391bebdd47f8698732d8cbf,6a9e8585ebd355257e7e075ed07cc673c3e55fa4a74a03e25fc9147640bc7c48,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,72,Run EE 的兩個累積量要一起看,PAIR-S072,ADOPT,"Evidence qualification, accumulated quantities, and validity gates support the evidence clinic; rewrite all labels and data around endpoint replay.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9921; notes present,Core 63–66: evidence clinic and bounded claim interpretation,72,0.9921,False,False,False,01624b2e36c2bf1c7f455f1fcd4984f0d1fcf37e150892174b3116e0471d85d4,689c086e2bcff686a0af22f7ec122f10b09728eeecdfbd7001a50b7f8beeecf6,affe470e1affd227ed5dae105a67e27db6d7d69ec044d6a2f914e8fb2ba6f419,1,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,73,一個能量數字，足以代表節能嗎？,PAIR-S073,ADOPT,"Evidence qualification, accumulated quantities, and validity gates support the evidence clinic; rewrite all labels and data around endpoint replay.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9928; notes present,Core 63–66: evidence clinic and bounded claim interpretation,73,0.9928,False,False,False,b54ffb26cc44f33aa57496cc7c8f56b95a4d67cf7f702066b169c73cd4f206e0,a6b7e348d7ba174fabe51d33c23f55fb3241cb003420f5f0a0b00a33bb154c86,81a6a9205345f94cb76f7728d2dfd4af8b75c12af9f6b6cc7f30eb9a088af25f,0,只有標題
e2,/home/u24/papers/beamshift/e2.pptx,60ba796c908387cdfe06c2b82e592bcce3205e2472c42566467bbbd89dcad024,74,先固定比較範圍，再記錄實際讀值,PAIR-S074,ADOPT,"Evidence qualification, accumulated quantities, and validity gates support the evidence clinic; rewrite all labels and data around endpoint replay.",CORRESPONDING_PAGE_REVIEW + rendered contact-sheet review; peer visible-text similarity 0.9873; notes present,Core 63–66: evidence clinic and bounded claim interpretation,74,0.9873,False,False,False,8ad7815fac41e5ca4c37ec285f434836ddc22441ac9fa0a3c709571bd61930f6,413132a6d9d779b713c63b5162d205f7ae6ebeac07b333332b9969816d265615,dea5ddc4ce8ad308f2a0156196cdb5adba9ad45dde995e30b39db49e1dd2d4d0,5,只有標題
